# ---
# Dataset courtesy of PF Duc (Department of Physics, McGill University).
# ---
# 1409 set the 1Dhe heater to 20 mA 
# 1801 the pressure is going down linearly but very slowly (maybe linked to 4K plate)
# 1802 set the 1Dhe heater to 15 mA 
# 1.389	6.01e-5	5.754
# 2205 set the 1Dhe heater to 11 mA
# 0000 set the 1DHe heater to be 8mA in 3 hours
# 0823 set the 1DHe heater to 15 mA as the flow didn't raise at last change 
# now the flow kicks up pretty much immediately!
# 1119 set the 1DHe heater to 35 mA
# 1344 put the HS-MC on again and the heater on 1DHe (now both HS are on)
# put more pressure on top of the cell (P4 is now 64.5 psi)
# 1539 started the regeneration of the mass spec and use the turbo on the wall for the time being
#
#C'Time(s)', 'PRESSURE(psi)', 'TEMPERATURE(C)', 'FLOW(mbarl/s)', 'P2(mbar)', '4K flange(K)', 'Still flange(K)', 'T MXC flange(K)', 'T_CH8(K)', 'R_CH8(Ohm)', 'heater(A)', 'dt(s)'
Time  PRESSURE  TEMPERATURE  FLOW  P2  4K_flange  Still_flange  T_MXC_flange  T_CH8  R_CH8  heater  dt
1505177004.203  5.786  22.421  6.026e-05  0.003144  3.61575  3.19854  2.92187  1.39092  0.0  0.0  23673.66
1505177025.746  5.786  22.419  6.023e-05  0.003144  3.61575  3.19854  2.92187  1.39005  0.0  0.0  23695.47
1505177047.555  5.785  22.417  6.019e-05  0.003144  3.61638  3.19937  2.92187  1.39005  0.0  0.0  23717.02
1505177069.099  5.787  22.417  6.015e-05  0.003144  3.61638  3.19937  2.92974  1.39005  0.0  0.0  23738.82
1505177090.907  5.786  22.417  6.015e-05  0.003144  3.61638  3.19937  2.9359  1.39177  0.0  0.0  23760.63
1505177112.716  5.784  22.417  6.017e-05  0.003144  3.6157  3.19937  2.9359  1.38847  0.0  0.0  23782.19
1505177134.276  5.786  22.414  6.021e-05  0.003144  3.61505  3.19732  2.92871  1.38847  0.0  0.0  23803.99
1505177156.069  5.786  22.414  6.024e-05  0.003144  3.61505  3.19732  2.91698  1.38847  0.0  0.0  23825.84
1505177177.924  5.785  22.412  6.026e-05  0.003144  3.61505  3.19732  2.91698  1.39019  0.0  0.0  23847.65
1505177199.733  5.785  22.412  6.027e-05  0.003144  3.61392  3.20235  2.91698  1.38979  0.0  0.0  23869.24
1505177221.324  5.785  22.412  6.026e-05  0.003144  3.61392  3.20084  2.94383  1.38979  0.0  0.0  23891.05
1505177243.133  5.785  22.41  6.024e-05  0.003144  3.61392  3.20084  2.9242  1.38871  0.0  0.0  23912.84
1505177264.926  5.785  22.41  6.02e-05  0.003144  3.61392  3.20084  2.9242  1.38952  0.0  0.0  23934.4
1505177286.485  5.786  22.41  6.016e-05  0.003144  3.61401  3.20197  2.9242  1.3896  0.0  0.0  23956.21
1505177308.294  5.786  22.41  6.015e-05  0.003144  3.61401  3.20255  2.93775  1.3896  0.0  0.0  23977.77
1505177329.853  5.785  22.408  6.016e-05  0.003144  3.61401  3.20255  2.91188  1.39216  0.0  0.0  23999.58
1505177351.662  5.785  22.405  6.019e-05  0.003144  3.61401  3.20255  2.91188  1.38794  0.0  0.0  24021.14
1505177373.221  5.786  22.405  6.024e-05  0.003144  3.61723  3.20271  2.91188  1.38794  0.0  0.0  24042.73
1505177394.812  5.786  22.405  6.026e-05  0.003144  3.61723  3.20271  2.91858  1.38794  0.0  0.0  24064.27
1505177416.355  5.786  22.405  6.026e-05  0.003144  3.61723  3.20271  2.90653  1.38843  0.0  0.0  24085.85
1505177437.93  5.786  22.403  6.025e-05  0.003144  3.61778  3.20271  2.90653  1.38965  0.0  0.0  24107.41
1505177459.489  5.785  22.403  6.024e-05  0.003144  3.61552  3.19882  2.92654  1.38965  0.0  0.0  24129.2
1505177481.283  5.785  22.403  6.021e-05  0.003144  3.61552  3.19882  2.916  1.38965  0.0  0.0  24150.79
1505177502.873  5.786  22.403  6.016e-05  0.003144  3.61552  3.19882  2.91131  1.39092  0.0  0.0  24172.6
1505177524.682  5.786  22.403  6.015e-05  0.003144  3.6149  3.19882  2.91131  1.3889  0.0  0.0  24194.24
1505177546.319  5.783  22.401  6.015e-05  0.003144  3.6149  3.19776  2.93452  1.3889  0.0  0.0  24216.04
1505177568.128  5.784  22.401  6.016e-05  0.003144  3.6149  3.19776  2.92553  1.39062  0.0  0.0  24237.62
1505177589.703  5.784  22.401  6.021e-05  0.003144  3.6149  3.19776  2.92553  1.38976  0.0  0.0  24259.18
1505177611.262  5.785  22.399  6.024e-05  0.003144  3.61539  3.20001  2.92553  1.38936  0.0  0.0  24281.03
1505177633.118  5.784  22.399  6.027e-05  0.003144  3.61539  3.1997  2.91744  1.38936  0.0  0.0  24302.84
1505177654.926  5.783  22.397  6.027e-05  0.003144  3.61539  3.1997  2.94348  1.3889  0.0  0.0  24324.65
1505177676.735  5.784  22.397  6.026e-05  0.003144  3.61539  3.1997  2.94348  1.39019  0.0  0.0  24346.21
1505177698.295  5.782  22.397  6.024e-05  0.003144  3.61693  3.19813  2.94348  1.39019  0.0  0.0  24367.77
1505177719.854  5.784  22.397  6.017e-05  0.003144  3.61693  3.19517  2.92806  1.39019  0.0  0.0  24389.58
1505177741.663  5.783  22.397  6.015e-05  0.003126  3.61693  3.19517  2.9204  1.39243  0.0  0.0  24411.37
1505177763.456  5.782  22.394  6.015e-05  0.003144  3.61693  3.19517  2.9204  1.38797  0.0  0.0  24433.26
1505177785.343  5.783  22.394  6.017e-05  0.003144  3.61634  3.19752  2.9197  1.38797  0.0  0.0  24455.08
1505177807.167  5.78  22.394  6.023e-05  0.003144  3.61634  3.19752  2.90422  1.38797  0.0  0.0  24476.64
1505177828.726  5.781  22.394  6.026e-05  0.003144  3.61634  3.19752  2.9059  1.38972  0.0  0.0  24498.45
1505177850.535  5.782  22.394  6.026e-05  0.003144  3.61501  3.19752  2.9059  1.38999  0.0  0.0  24520.01
1505177872.094  5.782  22.392  6.025e-05  0.003144  3.61335  3.1999  2.94424  1.38999  0.0  0.0  24541.8
1505177893.888  5.782  22.392  6.024e-05  0.003144  3.61335  3.1999  2.93267  1.38999  0.0  0.0  24563.35
1505177915.431  5.781  22.39  6.022e-05  0.003144  3.61335  3.1999  2.93267  1.38862  0.0  0.0  24584.94
1505177937.022  5.781  22.392  6.018e-05  0.003144  3.61536  3.20064  2.93267  1.38953  0.0  0.0  24606.5
1505177958.581  5.78  22.39  6.015e-05  0.003144  3.61536  3.1969  2.9302  1.38953  0.0  0.0  24628.31
1505177980.39  5.78  22.39  6.015e-05  0.003144  3.61536  3.1969  2.92073  1.39035  0.0  0.0  24649.87
1505178001.949  5.781  22.388  6.017e-05  0.003144  3.61536  3.1969  2.92073  1.38798  0.0  0.0  24671.42
1505178023.508  5.78  22.388  6.021e-05  0.003144  3.61536  3.20078  2.92073  1.38845  0.0  0.0  24693.05
1505178045.13  5.78  22.388  6.025e-05  0.003144  3.61536  3.1992  2.91329  1.38845  0.0  0.0  24714.86
1505178066.939  5.781  22.388  6.026e-05  0.003144  3.61536  3.1992  2.93186  1.3897  0.0  0.0  24736.46
1505178088.545  5.782  22.388  6.025e-05  0.003144  3.61536  3.1992  2.93186  1.38946  0.0  0.0  24758.04
1505178110.12  5.78  22.385  6.024e-05  0.003144  3.61365  3.19714  2.93186  1.38946  0.0  0.0  24779.6
1505178131.679  5.779  22.385  6.019e-05  0.003144  3.61365  3.19714  2.91326  1.38946  0.0  0.0  24801.17
1505178153.254  5.778  22.385  6.016e-05  0.003144  3.61365  3.19714  2.92743  1.38924  0.0  0.0  24822.73
1505178174.813  5.779  22.383  6.015e-05  0.003144  3.62094  3.19714  2.92743  1.39052  0.0  0.0  24844.54
1505178196.622  5.777  22.385  6.015e-05  0.003144  3.61382  3.19831  2.93962  1.39052  0.0  0.0  24866.1
1505178218.181  5.778  22.383  6.017e-05  0.003144  3.61382  3.19831  2.91342  1.39052  0.0  0.0  24887.92
1505178240.005  5.778  22.383  6.02e-05  0.003144  3.61382  3.19831  2.91535  1.39191  0.0  0.0  24909.73
1505178261.814  5.777  22.383  6.024e-05  0.003144  3.61505  3.21015  2.91535  1.38841  0.0  0.0  24931.54
1505178283.623  5.777  22.383  6.025e-05  0.003144  3.61505  3.19782  2.92217  1.38841  0.0  0.0  24953.35
1505178305.432  5.777  22.381  6.024e-05  0.003144  3.61505  3.19782  2.92727  1.38841  0.0  0.0  24974.89
1505178326.976  5.778  22.381  6.023e-05  0.003144  3.61505  3.19782  2.92727  1.39019  0.0  0.0  24996.75
1505178348.831  5.777  22.381  6.019e-05  0.003144  3.6158  3.19536  2.92727  1.39128  0.0  0.0  25018.29
1505178370.375  5.777  22.381  6.015e-05  0.003144  3.6158  3.19687  2.90881  1.39128  0.0  0.0  25039.85
1505178391.934  5.777  22.379  6.015e-05  0.003144  3.6158  3.19687  2.91706  1.39246  0.0  0.0  25061.41
1505178413.493  5.777  22.381  6.015e-05  0.003144  3.6158  3.19687  2.91706  1.39146  0.0  0.0  25082.95
1505178435.037  5.777  22.379  6.019e-05  0.003162  3.61489  3.19749  2.91706  1.39146  0.0  0.0  25104.51
1505178456.596  5.776  22.379  6.024e-05  0.003162  3.61489  3.20183  2.91133  1.39146  0.0  0.0  25126.32
1505178478.405  5.777  22.377  6.024e-05  0.003162  3.61489  3.20183  2.92662  1.39133  0.0  0.0  25147.88
1505178499.964  5.777  22.379  6.024e-05  0.003162  3.61489  3.20183  2.92662  1.39006  0.0  0.0  25169.71
1505178521.789  5.777  22.377  6.024e-05  0.003162  3.61378  3.19576  2.92662  1.39006  0.0  0.0  25191.26
1505178543.348  5.777  22.377  6.019e-05  0.003162  3.61378  3.19576  2.93197  1.39006  0.0  0.0  25213.11
1505178565.181  5.777  22.377  6.015e-05  0.003162  3.61378  3.19576  2.94022  1.392  0.0  0.0  25234.66
1505178586.74  5.777  22.377  6.015e-05  0.003162  3.61405  3.19576  2.94022  1.38899  0.0  0.0  25256.22
1505178608.3  5.778  22.374  6.015e-05  0.003162  3.61449  3.19977  2.94465  1.38899  0.0  0.0  25277.78
1505178629.859  5.776  22.377  6.018e-05  0.003162  3.61449  3.19977  2.91877  1.38899  0.0  0.0  25299.34
1505178651.418  5.776  22.374  6.024e-05  0.003162  3.61449  3.19977  2.91877  1.39005  0.0  0.0  25320.89
1505178672.977  5.778  22.374  6.024e-05  0.003162  3.61647  3.19731  2.91877  1.39087  0.0  0.0  25342.7
1505178694.786  5.777  22.372  6.024e-05  0.003162  3.61647  3.19902  2.91999  1.39087  0.0  0.0  25364.25
1505178716.33  5.777  22.374  6.023e-05  0.003144  3.61647  3.19902  2.92942  1.3956  0.0  0.0  25386.04
1505178738.123  5.775  22.372  6.018e-05  0.003144  3.61647  3.19902  2.92942  1.39084  0.0  0.0  25407.58
1505178759.667  5.776  22.372  6.015e-05  0.003144  3.61695  3.19732  2.92942  1.39101  0.0  0.0  25429.39
1505178781.476  5.775  22.372  6.015e-05  0.003144  3.61695  3.19699  2.91144  1.39101  0.0  0.0  25450.95
1505178803.035  5.773  22.37  6.015e-05  0.003144  3.61695  3.19699  2.9131  1.39331  0.0  0.0  25472.51
1505178824.594  5.776  22.372  6.02e-05  0.003144  3.61695  3.19699  2.9131  1.39014  0.0  0.0  25494.32
1505178846.403  5.776  22.372  6.024e-05  0.003144  3.61351  3.19877  2.9131  1.39014  0.0  0.0  25516.14
1505178868.227  5.774  22.37  6.024e-05  0.003144  3.61351  3.19877  2.93248  1.39014  0.0  0.0  25537.95
1505178890.036  5.773  22.37  6.024e-05  0.003144  3.61351  3.19877  2.92122  1.3912  0.0  0.0  25559.79
1505178911.876  5.774  22.37  6.021e-05  0.003144  3.62144  3.19877  2.92122  1.38951  0.0  0.0  25581.35
1505178933.435  5.773  22.368  6.017e-05  0.003144  3.61293  3.19949  2.9336  1.38951  0.0  0.0  25603.24
1505178955.322  5.773  22.368  6.015e-05  0.003144  3.61293  3.19949  2.93159  1.38951  0.0  0.0  25625.05
1505178977.131  5.774  22.368  6.015e-05  0.003144  3.61293  3.19949  2.9257  1.39191  0.0  0.0  25646.86
1505178998.94  5.772  22.368  6.015e-05  0.003144  3.61613  3.19949  2.9257  1.39114  0.0  0.0  25668.4
1505179020.484  5.773  22.365  6.015e-05  0.003144  3.61613  3.20008  2.9267  1.39114  0.0  0.0  25689.96
1505179042.043  5.774  22.365  6.017e-05  0.003144  3.61613  3.20008  2.93455  1.3887  0.0  0.0  25711.8
1505179063.883  5.774  22.365  6.024e-05  0.003144  3.61613  3.20008  2.93455  1.39135  0.0  0.0  25733.36
1505179085.442  5.774  22.365  6.024e-05  0.003144  3.61322  3.19882  2.93455  1.39114  0.0  0.0  25755.2
1505179107.282  5.772  22.363  6.023e-05  0.003144  3.61322  3.19812  2.90911  1.39114  0.0  0.0  25776.76
1505179128.841  5.771  22.363  6.024e-05  0.003144  3.61322  3.19812  2.91038  1.39117  0.0  0.0  25798.57
1505179150.65  5.771  22.365  6.019e-05  0.003144  3.61322  3.19812  2.91038  1.38843  0.0  0.0  25820.14
1505179172.225  5.771  22.363  6.015e-05  0.003144  3.61271  3.19755  2.91038  1.38843  0.0  0.0  25841.69
1505179193.769  5.771  22.363  6.015e-05  0.003144  3.61271  3.20196  2.92111  1.38843  0.0  0.0  25863.23
1505179215.312  5.77  22.361  6.015e-05  0.003144  3.61271  3.20196  2.91155  1.3907  0.0  0.0  25884.84
1505179236.918  5.771  22.361  6.015e-05  0.003144  3.61271  3.20196  2.91155  1.39024  0.0  0.0  25906.39
1505179258.478  5.771  22.361  6.017e-05  0.003144  3.61413  3.19773  2.99965  1.39024  0.0  0.0  25928.28
1505179280.364  5.773  22.361  6.021e-05  0.003144  3.61413  3.19773  2.9087  1.39024  0.0  0.0  25949.84
1505179301.924  5.771  22.361  6.022e-05  0.003144  3.61413  3.19773  2.90688  1.39041  0.0  0.0  25971.66
1505179323.748  5.771  22.361  6.023e-05  0.003144  3.61488  3.19773  2.90688  1.39154  0.0  0.0  25993.27
1505179345.354  5.77  22.359  6.019e-05  0.003144  3.61488  3.19976  2.94562  1.39154  0.0  0.0  26015.11
1505179367.194  5.769  22.359  6.016e-05  0.003144  3.61488  3.19976  2.91418  1.39154  0.0  0.0  26037.11
1505179389.19  5.771  22.359  6.015e-05  0.003144  3.61488  3.19976  2.91418  1.38933  0.0  0.0  26058.63
1505179410.718  5.768  22.359  6.015e-05  0.003144  3.61398  3.20273  2.91418  1.39005  0.0  0.0  26080.44
1505179432.527  5.77  22.359  6.015e-05  0.003144  3.61398  3.19566  2.92333  1.39005  0.0  0.0  26102.27
1505179454.352  5.77  22.357  6.015e-05  0.003144  3.61398  3.19566  2.91812  1.39425  0.0  0.0  26124.09
1505179476.176  5.768  22.357  6.017e-05  0.003144  3.61398  3.19566  2.91812  1.39133  0.0  0.0  26145.95
1505179498.032  5.77  22.354  6.021e-05  0.003144  3.61374  3.19536  2.91812  1.39133  0.0  0.0  26167.48
1505179519.56  5.769  22.357  6.023e-05  0.003144  3.61374  3.19675  2.92529  1.39133  0.0  0.0  26189.29
1505179541.369  5.769  22.354  6.02e-05  0.003144  3.61374  3.19675  2.91883  1.39147  0.0  0.0  26211.1
1505179563.177  5.769  22.354  6.018e-05  0.003144  3.61374  3.19675  2.91883  1.38899  0.0  0.0  26232.89
1505179584.971  5.769  22.354  6.015e-05  0.003144  3.61374  3.19813  2.91883  1.38899  0.0  0.0  26254.68
1505179606.764  5.77  22.352  6.015e-05  0.003144  3.61374  3.19813  2.92035  1.38899  0.0  0.0  26276.22
1505179628.308  5.769  22.354  6.015e-05  0.003144  3.61374  3.19813  2.93246  1.38826  0.0  0.0  26298.05
1505179650.132  5.769  22.352  6.015e-05  0.003144  3.61605  3.19813  2.93246  1.38893  0.0  0.0  26319.61
1505179671.691  5.769  22.352  6.015e-05  0.003144  3.61513  3.2004  2.89903  1.38893  0.0  0.0  26341.42
1505179693.5  5.768  22.35  6.019e-05  0.003144  3.61513  3.2004  2.92086  1.38893  0.0  0.0  26363.01
1505179715.09  5.769  22.35  6.021e-05  0.003144  3.61513  3.2004  2.92086  1.38956  0.0  0.0  26384.58
1505179736.665  5.769  22.35  6.02e-05  0.003144  3.61551  3.2004  2.92086  1.39169  0.0  0.0  26406.14
1505179758.225  5.769  22.35  6.018e-05  0.003144  3.61551  3.20027  2.9176  1.39169  0.0  0.0  26427.95
1505179780.033  5.769  22.35  6.015e-05  0.003144  3.61551  3.20027  2.93533  1.39606  0.0  0.0  26449.51
1505179801.593  5.767  22.35  6.015e-05  0.003144  3.61551  3.20027  2.93533  1.39038  0.0  0.0  26471.32
1505179823.401  5.769  22.348  6.014e-05  0.003144  3.61364  3.20106  2.93533  1.38956  0.0  0.0  26492.88
1505179844.961  5.768  22.348  6.015e-05  0.003144  3.61364  3.20047  2.91538  1.38956  0.0  0.0  26514.75
1505179866.832  5.767  22.345  6.015e-05  0.003144  3.61364  3.20047  2.92054  1.38914  0.0  0.0  26536.32
1505179888.407  5.767  22.345  6.015e-05  0.003144  3.61364  3.20047  2.92054  1.39156  0.0  0.0  26557.88
1505179909.966  5.767  22.345  6.018e-05  0.003144  3.61373  3.19932  2.92054  1.39156  0.0  0.0  26579.49
1505179931.572  5.768  22.345  6.02e-05  0.003144  3.61373  3.19932  2.9321  1.39156  0.0  0.0  26601.06
1505179953.147  5.769  22.345  6.019e-05  0.003144  3.61373  3.19932  2.92768  1.38813  0.0  0.0  26622.62
1505179974.706  5.767  22.343  6.018e-05  0.003144  3.61373  3.19932  2.92768  1.39117  0.0  0.0  26644.42
1505179996.499  5.767  22.343  6.015e-05  0.003126  3.61336  3.20259  2.92382  1.39117  0.0  0.0  26665.99
1505180018.074  5.767  22.343  6.015e-05  0.003144  3.61336  3.20259  2.93142  1.39117  0.0  0.0  26687.85
1505180039.93  5.768  22.341  6.013e-05  0.003144  3.61336  3.20259  2.93409  1.39153  0.0  0.0  26709.76
1505180061.848  5.765  22.343  6.007e-05  0.003144  3.61568  3.20259  2.93409  1.3899  0.0  0.0  26731.61
1505180083.688  5.764  22.341  6.015e-05  0.003144  3.61568  3.19751  2.92686  1.3899  0.0  0.0  26753.4
1505180105.481  5.767  22.341  6.015e-05  0.003144  3.61568  3.19751  2.89895  1.3899  0.0  0.0  26774.96
1505180127.04  5.767  22.339  6.019e-05  0.003144  3.61568  3.19751  2.89895  1.38901  0.0  0.0  26796.75
1505180148.834  5.767  22.339  6.019e-05  0.003144  3.61367  3.1968  2.89895  1.38888  0.0  0.0  26818.31
1505180170.393  5.766  22.339  6.019e-05  0.003144  3.61367  3.19586  2.92692  1.38888  0.0  0.0  26840.17
1505180192.248  5.766  22.337  6.016e-05  0.003144  3.61367  3.19586  2.91158  1.39192  0.0  0.0  26861.72
1505180213.808  5.766  22.339  6.015e-05  0.003144  3.61367  3.19586  2.91158  1.38798  0.0  0.0  26883.31
1505180235.398  5.765  22.337  6.015e-05  0.003144  3.61575  3.19823  2.91158  1.38798  0.0  0.0  26905.11
1505180257.191  5.766  22.337  6.007e-05  0.003144  3.61575  3.19929  2.91709  1.38798  0.0  0.0  26926.93
1505180279.016  5.765  22.334  6.014e-05  0.003144  3.61575  3.19929  2.92684  1.39121  0.0  0.0  26948.51
1505180300.591  5.764  22.334  6.015e-05  0.003144  3.61575  3.19929  2.92684  1.39143  0.0  0.0  26970.3
1505180322.384  5.763  22.334  6.015e-05  0.003144  3.61458  3.19518  2.92684  1.39143  0.0  0.0  26991.86
1505180343.943  5.764  22.332  6.018e-05  0.003144  3.61458  3.19518  2.91657  1.39143  0.0  0.0  27013.67
1505180365.752  5.763  22.332  6.019e-05  0.003144  3.61458  3.19518  2.92176  1.39071  0.0  0.0  27035.27
1505180387.358  5.763  22.332  6.017e-05  0.003144  3.61574  3.19518  2.92176  1.38887  0.0  0.0  27056.82
1505180408.902  5.763  22.33  6.015e-05  0.003144  3.613  3.19786  2.9673  1.38887  0.0  0.0  27078.36
1505180430.445  5.764  22.33  6.015e-05  0.003144  3.613  3.19786  2.90707  1.38887  0.0  0.0  27099.94
1505180452.02  5.763  22.328  6.011e-05  0.003144  3.613  3.19786  2.90707  1.39216  0.0  0.0  27121.5
1505180473.579  5.762  22.328  6.005e-05  0.003144  3.61488  3.19786  2.90707  1.39189  0.0  0.0  27143.32
1505180495.404  5.762  22.328  6.011e-05  0.003144  3.61488  3.20246  2.95756  1.39189  0.0  0.0  27164.9
1505180516.979  5.76  22.326  6.015e-05  0.003126  3.61488  3.20246  2.91627  1.39941  0.0  0.0  27186.7
1505180538.787  5.761  22.326  6.015e-05  0.003144  3.61488  3.20246  2.91627  1.39013  0.0  0.0  27208.26
1505180560.347  5.76  22.326  6.018e-05  0.003144  3.61333  3.1975  2.91627  1.39105  0.0  0.0  27230.06
1505180582.14  5.762  22.326  6.017e-05  0.003144  3.61333  3.19756  2.90292  1.39105  0.0  0.0  27252.07
1505180604.152  5.761  22.323  6.016e-05  0.003144  3.61333  3.19756  2.93436  1.38947  0.0  0.0  27273.63
1505180625.711  5.761  22.323  6.015e-05  0.003144  3.61333  3.19756  2.93436  1.38963  0.0  0.0  27295.42
1505180647.504  5.761  22.323  6.015e-05  0.003144  3.61223  3.19784  2.93436  1.38963  0.0  0.0  27316.98
1505180669.063  5.761  22.321  6.008e-05  0.003144  3.61223  3.1999  2.9014  1.38963  0.0  0.0  27338.85
1505180690.935  5.761  22.321  6.005e-05  0.003144  3.61223  3.1999  2.91125  1.39115  0.0  0.0  27360.68
1505180712.759  5.762  22.319  6.006e-05  0.003144  3.61223  3.1999  2.91125  1.38912  0.0  0.0  27382.23
1505180734.318  5.761  22.319  6.015e-05  0.003144  3.61435  3.19848  2.98311  1.38912  0.0  0.0  27404.03
1505180756.111  5.761  22.319  6.015e-05  0.003144  3.61435  3.19848  2.92246  1.38912  0.0  0.0  27425.84
1505180777.92  5.761  22.317  6.016e-05  0.003144  3.61435  3.19848  2.92073  1.3904  0.0  0.0  27447.66
1505180799.745  5.761  22.317  6.016e-05  0.003144  3.61393  3.19848  2.92073  1.39028  0.0  0.0  27469.22
1505180821.304  5.761  22.314  6.015e-05  0.003126  3.61393  3.19572  2.92787  1.39028  0.0  0.0  27491.01
1505180843.097  5.761  22.314  6.015e-05  0.003144  3.61393  3.19572  2.90984  1.3947  0.0  0.0  27512.81
1505180864.89  5.759  22.314  6.015e-05  0.003144  3.61393  3.19572  2.90984  1.38974  0.0  0.0  27534.6
1505180886.684  5.761  22.312  6.006e-05  0.003144  3.61283  3.1979  2.90984  1.39029  0.0  0.0  27556.41
1505180908.493  5.76  22.312  6.005e-05  0.003144  3.61283  3.19768  2.92157  1.39029  0.0  0.0  27577.95
1505180930.036  5.76  22.312  6.005e-05  0.003144  3.61283  3.19768  2.91967  1.39203  0.0  0.0  27599.75
1505180951.829  5.76  22.31  6.015e-05  0.003144  3.61283  3.19768  2.91967  1.38874  0.0  0.0  27621.32
1505180973.404  5.76  22.308  6.015e-05  0.003144  3.61492  3.19541  2.91967  1.38874  0.0  0.0  27643.12
1505180995.197  5.758  22.31  6.015e-05  0.003144  3.61492  3.19865  2.92561  1.38874  0.0  0.0  27664.67
1505181016.757  5.759  22.31  6.015e-05  0.003144  3.61492  3.19865  2.9289  1.39162  0.0  0.0  27686.22
1505181038.3  5.757  22.306  6.015e-05  0.003144  3.61492  3.19865  2.9289  1.39168  0.0  0.0  27707.82
1505181059.906  5.758  22.306  6.013e-05  0.003144  3.61551  3.19953  2.9289  1.39168  0.0  0.0  27729.66
1505181081.746  5.76  22.306  6.005e-05  0.003144  3.61551  3.19953  2.92426  1.39168  0.0  0.0  27751.22
1505181103.306  5.76  22.303  6.003e-05  0.003144  3.61551  3.19953  2.92662  1.38975  0.0  0.0  27772.78
1505181124.865  5.759  22.303  6.005e-05  0.003126  3.6146  3.19953  2.92662  1.38739  0.0  0.0  27794.34
1505181146.424  5.759  22.303  6.015e-05  0.003126  3.61262  3.19514  2.95063  1.38739  0.0  0.0  27816.15
1505181168.233  5.76  22.303  6.015e-05  0.003144  3.61262  3.19514  2.89192  1.38739  0.0  0.0  27837.71
1505181189.792  5.758  22.301  6.015e-05  0.003144  3.61262  3.19514  2.89192  1.38981  0.0  0.0  27859.28
1505181211.367  5.758  22.299  6.015e-05  0.003144  3.61374  3.20382  2.89192  1.38989  0.0  0.0  27881.09
1505181233.176  5.759  22.299  6.015e-05  0.003144  3.61374  3.20043  2.91622  1.38989  0.0  0.0  27902.92
1505181255.0  5.759  22.299  6.015e-05  0.003144  3.61374  3.20043  2.92917  1.38923  0.0  0.0  27924.77
1505181276.856  5.759  22.297  6.014e-05  0.003144  3.61374  3.20043  2.92917  1.38744  0.0  0.0  27946.6
1505181298.68  5.757  22.294  6.006e-05  0.003144  3.61562  3.20084  2.92917  1.38782  0.0  0.0  27968.22
1505181320.302  5.757  22.294  6.005e-05  0.003144  3.61562  3.1994  2.93357  1.38782  0.0  0.0  27990.03
1505181342.111  5.757  22.294  6.001e-05  0.003144  3.61562  3.1994  2.92257  1.39011  0.0  0.0  28011.88
1505181363.967  5.757  22.292  6.005e-05  0.003144  3.61562  3.1994  2.92257  1.3929  0.0  0.0  28033.69
1505181385.775  5.757  22.292  6.015e-05  0.003144  3.61368  3.19598  2.92257  1.3929  0.0  0.0  28055.52
1505181407.6  5.758  22.29  6.015e-05  0.003144  3.61368  3.19732  2.91948  1.3929  0.0  0.0  28077.08
1505181429.159  5.756  22.29  6.015e-05  0.003144  3.61368  3.19732  2.90707  1.39024  0.0  0.0  28098.87
1505181450.952  5.757  22.288  6.015e-05  0.003144  3.61879  3.19732  2.90707  1.39084  0.0  0.0  28120.49
1505181472.574  5.758  22.288  6.014e-05  0.003144  3.61386  3.19958  2.93183  1.39084  0.0  0.0  28142.28
1505181494.367  5.756  22.286  6.005e-05  0.003126  3.61386  3.19958  2.91182  1.39084  0.0  0.0  28163.94
1505181516.02  5.756  22.286  6.001e-05  0.003144  3.61386  3.19958  2.91036  1.38937  0.0  0.0  28185.48
1505181537.564  5.755  22.286  6.001e-05  0.003144  3.61376  3.19958  2.91036  1.39085  0.0  0.0  28207.04
1505181559.123  5.756  22.283  6.005e-05  0.003144  3.61376  3.19926  2.9343  1.39085  0.0  0.0  28228.58
1505181580.667  5.756  22.281  6.015e-05  0.003144  3.61376  3.19926  2.92192  1.39085  0.0  0.0  28250.14
1505181602.226  5.757  22.281  6.015e-05  0.003144  3.61376  3.19926  2.92192  1.39039  0.0  0.0  28271.72
1505181623.801  5.756  22.279  6.015e-05  0.003144  3.61401  3.19848  2.92192  1.38907  0.0  0.0  28293.28
1505181645.36  5.755  22.279  6.015e-05  0.003144  3.61401  3.19615  2.93251  1.38907  0.0  0.0  28314.84
1505181666.935  5.756  22.277  6.006e-05  0.003144  3.61401  3.19615  2.92116  1.3914  0.0  0.0  28336.41
1505181688.494  5.756  22.277  6.004e-05  0.003144  3.61401  3.19615  2.92116  1.38891  0.0  0.0  28357.97
1505181710.053  5.755  22.274  6.001e-05  0.003144  3.61585  3.19871  2.92116  1.38891  0.0  0.0  28379.54
1505181731.628  5.755  22.274  6.001e-05  0.003144  3.61585  3.19899  2.91828  1.38891  0.0  0.0  28401.1
1505181753.187  5.755  22.274  6.005e-05  0.003144  3.61585  3.19899  2.9116  1.38825  0.0  0.0  28422.63
1505181774.715  5.754  22.272  6.015e-05  0.003144  3.61585  3.19899  2.9116  1.39081  0.0  0.0  28444.19
1505181796.274  5.755  22.27  6.015e-05  0.003144  3.61437  3.20236  2.9116  1.39081  0.0  0.0  28465.75
1505181817.834  5.755  22.27  6.015e-05  0.003144  3.61437  3.20236  2.92917  1.39081  0.0  0.0  28487.34
1505181839.424  5.754  22.268  6.015e-05  0.003144  3.61437  3.20236  2.92942  1.39119  0.0  0.0  28508.93
